Elevation,Slope,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2916,13,268,5618,242,223,4417,Rawah,C7745
2903,4,339,3927,221,231,5704,Rawah,C7746
2540,24,153,706,249,194,693,Rawah,C7202
2893,14,408,933,198,213,1290,Commanche,C7757
2720,15,323,912,180,225,1920,Commanche,C4758
3151,20,210,3192,230,244,825,Commanche,C7757
2857,32,134,2147,231,160,1894,Commanche,C4758
2966,12,192,1682,228,215,2577,Commanche,C7202
3286,15,400,1366,224,248,2765,Rawah,C7745
3064,11,30,1500,239,226,2446,Rawah,C7102
3039,14,228,1154,199,214,331,Commanche,C7700
3180,13,42,1579,216,211,2495,Rawah,C7745
3260,9,467,5762,232,239,2910,Rawah,C7745
3185,2,150,1055,214,238,2121,Neota,C7202
3007,7,124,983,232,235,1233,Commanche,C7756
2264,39,150,725,145,134,525,Cache,C4703
3416,30,810,2438,209,161,1972,Rawah,C8776
2868,24,457,1290,155,207,1082,Commanche,C7757
2926,6,127,5009,231,234,3421,Rawah,C6101
2851,6,85,1674,214,228,2321,Rawah,C7745
2972,16,182,5355,211,252,916,Rawah,C7746
3365,30,67,1889,253,186,1032,Commanche,C8772
3093,15,283,395,205,253,799,Commanche,C7202
2909,4,150,5228,208,238,4676,Rawah,C6101
2594,5,361,497,220,228,1077,Rawah,C4201
2574,25,242,631,146,213,511,Commanche,C4703
2694,17,150,1181,245,213,981,Commanche,C4758
3155,6,331,3275,206,244,890,Rawah,C7745
2070,22,469,570,213,187,402,Cache,C2706
2991,10,120,5108,231,221,6170,Rawah,C4744
3396,12,301,3156,219,212,1504,Commanche,C8772
3007,5,67,1919,227,230,1426,Rawah,C7745
2816,20,85,2281,167,213,1477,Commanche,C7757
3289,14,908,1383,180,240,2808,Commanche,C7755
3113,14,319,255,182,225,1657,Neota,C7201
3183,7,192,1273,202,234,658,Neota,C7756
2981,11,760,2762,215,216,1329,Commanche,C7756
3376,15,384,2305,232,244,551,Commanche,C8771
3107,23,979,1104,200,185,1639,Commanche,C7757
2853,8,582,2520,216,224,2713,Rawah,C7746
2215,26,270,1022,149,196,841,Cache,C4703
3180,10,134,2131,226,245,1740,Commanche,C7202
2909,7,234,1754,231,229,2078,Rawah,C7745
3056,25,882,4228,172,253,1233,Commanche,C7757
2703,7,0,2185,230,228,2525,Commanche,C4704
3292,13,391,1218,232,243,2635,Rawah,C7745
2776,4,30,1950,219,230,1423,Rawah,C7745
2887,28,240,1728,238,173,1549,Commanche,C4758
3189,8,67,5654,207,227,1448,Rawah,C7202
2288,29,277,834,128,211,1176,Cache,C4703
3396,10,927,1077,200,248,591,Neota,C7755
3073,15,537,5754,235,242,1589,Rawah,C7745
2660,10,175,1412,224,219,955,Rawah,C7745
3061,12,134,1626,215,251,698,Commanche,C7755
2857,22,175,4572,247,226,4854,Rawah,C7746
2863,14,342,875,196,214,607,Commanche,C7756
3044,20,0,5127,230,195,1747,Rawah,C7202
2860,13,277,2123,231,213,2910,Rawah,C7746
3055,17,497,1493,209,200,3379,Commanche,C7755
3270,13,361,4079,206,252,2280,Rawah,C7202
2557,20,30,1530,184,254,1233,Commanche,C2704
3132,5,95,2549,213,231,1276,Rawah,C7745
3028,8,331,3124,204,246,685,Commanche,C7756
2567,23,417,2236,225,245,300,Commanche,C2705
2841,10,201,1209,237,233,3171,Commanche,C7755
2967,16,242,2279,203,204,2125,Commanche,C7201
2689,9,182,1848,221,221,5320,Rawah,C7745
3041,16,270,5595,235,206,4857,Rawah,C7745
3021,6,162,2783,225,227,1529,Commanche,C7756
3060,14,579,4549,219,207,3605,Rawah,C7745
2954,24,201,2556,234,183,1879,Commanche,C7757
3106,21,778,4288,237,193,3976,Rawah,C7745
3097,19,228,1816,217,195,2739,Rawah,C7745
3018,12,335,4171,212,214,4992,Rawah,C7102
3275,10,698,569,195,232,2234,Commanche,C7756
3216,18,30,2377,247,215,4069,Neota,C7202
2987,21,210,5414,247,201,1595,Rawah,C7745
3014,11,616,5234,216,215,5697,Rawah,C4744
2790,20,60,767,162,220,2055,Rawah,C7746
2669,9,60,1465,227,221,1104,Rawah,C7745
2829,14,95,124,230,210,1154,Rawah,C7745
2861,19,60,162,249,214,1082,Rawah,C7745
2883,14,218,1130,180,239,1765,Commanche,C4758
3115,10,218,808,197,246,1460,Commanche,C7756
3160,10,309,2201,204,223,1082,Commanche,C7756
3031,12,283,4122,204,218,5045,Rawah,C7745
3183,13,256,1871,219,210,800,Commanche,C7755
3289,10,636,2295,200,225,871,Commanche,C7201
2977,28,418,2295,155,249,1302,Commanche,C4758
2920,2,524,3824,222,234,4173,Rawah,C7202
2681,5,108,1401,228,237,1341,Rawah,C4744
3293,14,108,3866,189,218,3971,Rawah,C8771
2993,22,216,3009,188,192,1533,Commanche,C7757
3156,22,564,3436,177,253,1289,Commanche,C4758
3114,23,666,1922,204,183,2010,Commanche,C7757
3171,8,30,2089,230,240,1767,Commanche,C7202
3211,18,108,1073,226,247,2661,Rawah,C7201
2821,13,270,1300,185,231,1355,Commanche,C7756
2666,26,390,918,141,207,1248,Commanche,C7757
3004,17,313,1328,207,202,3331,Commanche,C7700
2777,9,175,1718,198,229,2362,Rawah,C4744
2920,13,0,1714,236,216,1451,Commanche,C7755
2595,24,42,1415,229,242,277,Commanche,C2705
2709,10,108,942,217,218,2084,Commanche,C7755
3276,12,815,1362,189,244,2755,Commanche,C7755
3239,8,524,1682,229,242,1276,Commanche,C4758
3166,8,67,942,200,231,953,Neota,C7201
2790,21,108,1060,167,248,1597,Commanche,C4758
2296,29,201,552,254,194,1740,Cache,C2704
3239,20,390,3739,221,249,426,Commanche,C7757
3077,22,108,1591,220,248,2290,Commanche,C7757
3270,12,212,1846,204,251,3991,Neota,C7756
3342,12,268,5102,190,227,3301,Commanche,C8771
3090,9,127,3210,203,226,3089,Rawah,C7746
3010,9,30,1744,232,225,1896,Rawah,C7746
3246,13,175,1504,203,213,379,Rawah,C7202
2593,26,268,256,194,252,816,Commanche,C2704
3012,27,323,1891,203,170,2571,Commanche,C7700
2656,17,201,1860,230,201,1919,Commanche,C2705
3239,14,301,469,237,239,3482,Neota,C7701
2926,10,631,865,234,223,2236,Rawah,C4744
2491,12,258,510,187,232,1676,Cache,C2717
3241,3,513,524,218,242,564,Commanche,C7202
3045,15,120,999,243,231,949,Rawah,C7745
3033,6,95,1888,230,232,1608,Rawah,C7202
3149,4,67,4786,223,231,2088,Rawah,C7201
2462,23,301,524,154,215,1203,Commanche,C7755
2881,4,0,1200,226,236,1717,Commanche,C7202
2635,6,319,1057,226,228,830,Rawah,C4744
3181,15,30,1600,186,217,2737,Rawah,C7745
3178,10,323,3039,236,227,4924,Rawah,C7745
3018,8,400,5284,230,226,6127,Rawah,C4744
3308,15,418,4022,235,241,1983,Commanche,C8771
3075,12,95,1560,185,233,3171,Commanche,C7755
3316,29,60,2446,165,173,497,Commanche,C8772
3105,5,30,2245,228,234,2313,Rawah,C7746
3100,15,120,5006,180,228,638,Rawah,C7745
2843,19,351,1632,195,198,2353,Commanche,C7757
3102,8,95,957,233,237,1689,Rawah,C7201
2873,5,443,3663,227,233,5960,Rawah,C4744
2816,7,60,3270,203,230,2695,Rawah,C7202
3151,15,335,323,244,230,860,Commanche,C7756
3323,15,532,1591,234,209,2205,Rawah,C8772
3132,14,335,150,239,236,1690,Commanche,C7202
2901,12,60,3279,187,232,1608,Rawah,C7745
2126,12,0,1234,240,224,582,Cache,C2705
2518,11,60,1032,238,233,1740,Commanche,C2705
2971,12,0,992,239,220,1348,Commanche,C7102
2603,11,30,2223,217,216,1348,Commanche,C6102
3191,22,408,3321,208,252,940,Commanche,C7757
3268,7,350,6240,231,237,514,Rawah,C7201
2569,13,270,201,241,224,811,Cache,C2717
2641,32,255,1050,123,234,1470,Commanche,C7710
2857,25,270,1321,184,254,1595,Commanche,C2705
3366,6,42,2793,220,226,2208,Rawah,C8771
2962,13,175,1800,238,216,1053,Rawah,C7746
3207,19,335,1785,169,246,2145,Commanche,C7755
3085,7,67,180,203,230,2047,Neota,C7202
3142,12,624,5275,189,229,900,Rawah,C7745
2844,12,636,577,189,228,685,Commanche,C7756
3095,16,162,1215,234,206,2362,Commanche,C7700
2329,10,361,750,202,223,400,Cache,C2717
2792,9,703,2774,206,222,1652,Commanche,C7756
2575,22,201,1406,237,190,1570,Commanche,C2705
3117,12,192,2282,215,250,1861,Commanche,C7756
2660,12,323,1159,239,233,474,Rawah,C7202
2926,3,228,4506,214,235,5933,Rawah,C4744
3198,24,306,3542,157,201,1811,Commanche,C7755
2852,17,85,1865,246,215,2525,Rawah,C7745
3283,22,108,1110,165,248,1578,Neota,C7201
3094,8,162,4517,234,234,3122,Rawah,C7745
2975,18,175,4353,248,214,1907,Rawah,C7746
2390,27,60,618,147,193,1392,Cache,C4703
3154,18,60,2993,184,252,1031,Commanche,C7757
2641,14,402,972,243,219,384,Rawah,C7746
3157,11,150,4381,201,220,1749,Rawah,C7202
3192,21,67,2294,157,237,2992,Rawah,C7745
3119,22,268,3045,208,252,1282,Commanche,C7757
3237,5,30,3420,218,228,1973,Rawah,C8771
3067,17,371,927,230,201,845,Rawah,C7745
2962,17,446,5606,187,252,5060,Rawah,C7745
2858,9,60,3381,204,226,3281,Rawah,C7202
2660,16,216,642,178,222,2028,Rawah,C7745
2405,19,210,108,163,238,607,Cache,C4703
2411,19,376,612,221,196,1338,Cache,C4703
2751,5,60,2316,206,236,3894,Rawah,C7202
2523,10,564,882,236,226,3856,Rawah,C6731
2613,27,402,514,194,172,2542,Rawah,C7745
3278,15,524,3097,204,209,792,Commanche,C7700
3015,7,612,1310,223,225,2430,Rawah,C7745
2892,14,192,1557,212,208,993,Commanche,C7755
2881,19,95,977,197,254,323,Commanche,C7757
2883,13,295,1961,235,214,1425,Commanche,C7756
2721,3,0,2368,211,236,4164,Rawah,C7202
3079,8,60,1809,204,228,446,Commanche,C7202
2650,21,285,1242,222,189,1982,Rawah,C7746
2089,25,30,633,143,217,150,Cache,C4703
2691,13,108,1101,187,247,1719,Rawah,C7746
3087,5,150,3826,227,240,1140,Rawah,C7745
3103,27,301,1253,248,186,1233,Commanche,C7756
3290,14,309,904,186,224,1500,Neota,C7201
2591,13,0,1008,204,215,2271,Rawah,C6101
2912,17,400,816,247,218,1092,Rawah,C7746
2942,13,127,5771,187,245,1384,Rawah,C7745
2574,9,300,1273,225,221,4174,Rawah,C6731
2689,28,90,799,169,252,732,Commanche,C2704
2817,11,90,2312,239,228,3208,Rawah,C7745
3258,14,150,1892,241,232,1506,Rawah,C7202
2840,6,0,1423,213,229,2429,Rawah,C7745
2582,8,150,932,234,228,210,Rawah,C7745
3173,9,300,4829,235,225,2252,Rawah,C7745
2590,6,108,633,223,226,5691,Rawah,C7745
3211,18,371,2385,178,250,1613,Commanche,C7757
2669,10,420,1465,231,221,5910,Rawah,C7745
2985,20,537,541,245,203,1535,Rawah,C7745
3132,17,175,268,171,241,2334,Neota,C7201
2847,4,417,1953,225,232,2030,Rawah,C7745
2965,4,108,5113,222,241,2589,Rawah,C7745
3071,18,430,335,222,249,1370,Commanche,C7202
3107,18,242,2548,241,205,1165,Commanche,C7757
3145,10,319,2866,234,221,2831,Commanche,C7756
2713,36,127,782,154,246,1527,Commanche,C4758
3023,4,382,4911,226,233,1610,Rawah,C7745
3225,3,30,726,214,241,1184,Neota,C7756
2888,19,365,878,248,212,892,Rawah,C7746
2813,22,60,630,157,214,1036,Commanche,C7202
3162,4,0,5534,212,233,1980,Rawah,C7202
3163,13,636,1749,214,212,2548,Commanche,C7755
2767,9,201,2364,229,221,2274,Commanche,C7756
2848,18,242,3480,226,197,5295,Rawah,C7745
3129,12,509,3649,232,216,3674,Rawah,C7745
3074,13,408,1947,199,252,2052,Commanche,C7202
2513,23,313,870,179,189,1595,Commanche,C7757
3089,12,30,2077,231,215,2030,Rawah,C7202
2922,13,201,3865,240,222,6081,Rawah,C7745
2752,14,67,1626,185,224,2012,Rawah,C7745
2249,27,391,534,135,222,400,Cache,C2717
3039,20,150,2604,249,220,1468,Commanche,C7757
3049,9,30,2125,210,223,1441,Rawah,C7202
2972,16,371,4696,238,208,3837,Rawah,C7745
2779,33,60,212,232,156,2342,Rawah,C7746
2789,8,0,3365,217,222,2874,Rawah,C7202
2240,23,30,1537,251,203,313,Cache,C2704
2668,16,150,1388,243,212,323,Rawah,C7745
2982,12,577,5715,196,250,5423,Rawah,C7745
2726,9,42,1239,208,224,2297,Commanche,C4704
3251,14,607,551,182,228,1381,Neota,C7201
2968,2,510,4201,222,236,5488,Rawah,C4744
3123,24,134,3031,226,243,1006,Commanche,C7757
2831,7,210,2695,226,226,4138,Rawah,C7746
3049,18,180,3343,245,210,685,Commanche,C7757
3050,10,618,6039,236,227,2992,Rawah,C7745
2326,14,270,937,185,222,812,Cache,C2717
3285,15,30,939,239,238,1283,Neota,C7700
3220,10,60,1324,194,230,2730,Commanche,C7202
2910,11,228,2766,239,228,1899,Rawah,C7745
2933,6,30,1507,217,227,3350,Rawah,C7202
2468,3,446,854,224,237,541,Cache,C2703
3347,13,503,4388,183,242,2496,Commanche,C8771
3185,16,330,1932,182,218,3344,Rawah,C7745
3200,11,210,2356,239,233,547,Commanche,C7756
3228,6,579,4227,224,228,1834,Rawah,C7745
3281,22,323,3031,198,254,467,Commanche,C7757
3017,8,295,1831,197,238,1788,Commanche,C7755
2897,26,210,1677,232,179,2760,Commanche,C7757
3062,9,300,1106,235,226,1624,Rawah,C7745
2829,14,272,994,242,232,2155,Rawah,C7745
3041,23,162,579,252,207,1452,Rawah,C7745
2913,22,85,268,248,200,1155,Rawah,C7745
2703,4,30,2048,220,230,4041,Rawah,C7202
2909,13,60,2814,183,230,1323,Commanche,C7757
3215,10,85,1585,218,218,674,Commanche,C7755
3305,17,42,2301,198,205,371,Commanche,C8772
2485,34,258,1318,207,147,646,Commanche,C4703
3073,20,384,5538,235,241,1651,Rawah,C7745
3008,8,255,2239,204,227,582,Rawah,C7746
2806,11,272,2151,227,215,2461,Rawah,C7202
2841,24,67,1064,220,181,390,Commanche,C7756
3434,25,1087,4173,141,224,2605,Commanche,C7709
2539,18,85,1529,246,211,1667,Commanche,C4703
2757,15,175,1650,177,226,1168,Commanche,C4703
3057,5,534,1544,228,233,2697,Rawah,C7745
3001,28,240,774,168,177,3248,Commanche,C7700
2968,10,402,5775,194,245,2779,Rawah,C7746
3049,19,418,510,238,238,1587,Rawah,C7201
3242,16,216,553,174,241,1087,Neota,C7757
2271,23,270,805,151,230,216,Cache,C4703
2766,12,242,3017,202,218,1121,Commanche,C7756
2317,21,120,120,224,190,964,Commanche,C2704
2821,28,480,1224,137,236,1524,Commanche,C7710
2394,25,30,612,253,208,395,Cache,C2702
2378,23,190,1354,165,250,633,Cache,C2702
3143,5,450,382,223,229,1357,Commanche,C7756
3163,15,0,4062,182,224,1529,Rawah,C8771
3065,28,255,450,240,228,1670,Commanche,C7201
2955,9,0,2137,195,232,967,Rawah,C7102
2657,11,30,1452,196,225,6330,Rawah,C7745
2979,17,655,2882,219,250,2151,Commanche,C7702
2767,11,90,2651,227,216,1861,Rawah,C4744
3313,17,531,4530,170,226,1120,Commanche,C8772
2884,25,495,1892,243,229,2032,Commanche,C2705
3293,24,134,4340,245,191,1129,Rawah,C7745
3313,13,180,5400,185,244,792,Rawah,C8771
2727,12,458,849,232,215,2542,Rawah,C7745
3126,20,42,808,244,201,1689,Rawah,C7746
3171,7,571,5365,233,230,1146,Rawah,C7745
3289,17,360,3803,216,201,1501,Rawah,C8772
2890,11,631,420,239,225,1195,Commanche,C4704
2522,9,437,1024,218,220,4006,Rawah,C6731
2546,27,90,1026,197,172,1237,Commanche,C7757
2919,6,192,1626,217,246,1382,Commanche,C7756
2790,15,90,3364,232,244,3173,Rawah,C7746
2718,6,0,1465,226,227,1365,Commanche,C7101
2960,6,30,3738,223,244,2573,Rawah,C7745
3183,22,30,1369,226,188,1290,Rawah,C7746
2632,13,30,1092,191,222,6266,Rawah,C7745
3295,16,319,1739,196,253,3997,Neota,C7756
3162,16,175,2429,243,214,2579,Rawah,C7746
3014,17,631,5797,180,250,4605,Rawah,C7745
3171,3,30,2832,219,241,1250,Commanche,C7202
2549,16,295,671,225,204,85,Rawah,C7745
2982,14,150,6157,237,214,3692,Rawah,C7700
3307,17,175,3453,217,200,2718,Commanche,C8772
3061,16,170,3387,174,226,417,Rawah,C7745
3227,16,120,376,229,205,890,Neota,C6101
2990,11,481,484,238,226,1116,Rawah,C7745
2667,13,90,1442,234,241,6469,Rawah,C7745
2984,16,162,2382,177,243,446,Rawah,C7745
2922,4,391,3757,218,231,5881,Rawah,C6101
3430,11,811,3499,207,251,285,Commanche,C8771
3073,5,30,1505,205,237,3074,Commanche,C7202
2762,25,150,2259,246,188,600,Commanche,C4703
2860,12,85,3963,240,233,6139,Rawah,C7746
2908,17,666,3084,207,202,1490,Commanche,C7756
3350,17,474,5076,186,210,3121,Commanche,C8771
2543,13,323,503,221,210,659,Rawah,C7102
3031,15,60,2191,177,241,797,Commanche,C7755
2447,23,430,849,153,212,1153,Cache,C4703
2937,25,272,1784,230,179,2851,Commanche,C7757
3096,5,331,6290,228,238,2631,Rawah,C7745
2811,10,0,908,209,219,2103,Commanche,C7700
2960,5,780,1338,214,244,1739,Commanche,C7755
3133,14,300,1355,191,217,2337,Commanche,C7756
3076,10,228,3571,210,218,752,Rawah,C7201
3129,7,391,721,210,228,1034,Neota,C7201
2765,19,60,1624,173,248,1328,Commanche,C4758
2315,27,85,1103,254,200,1113,Cache,C2705
3388,11,485,3771,199,249,2210,Commanche,C8776
2569,13,170,677,192,220,1289,Commanche,C4704
3059,9,90,3196,224,221,1326,Rawah,C7745
3248,13,124,1006,185,244,1804,Neota,C7202
3328,7,825,859,200,242,2609,Commanche,C7756
3068,26,362,2448,191,253,3022,Commanche,C7757
3161,15,60,2434,216,251,1326,Commanche,C7202
2448,21,67,1293,168,205,404,Cache,C4703
2809,12,382,1813,231,215,2455,Rawah,C4744
3234,24,384,1565,238,185,4805,Neota,C7201
3098,15,150,242,224,248,845,Commanche,C7755
2995,15,180,6049,236,241,3596,Rawah,C7746
2496,13,192,30,183,234,511,Cache,C2717
2310,16,182,721,178,224,592,Cache,C2717
3088,36,618,1019,237,215,977,Rawah,C7746
2831,11,190,2416,228,216,3215,Rawah,C7745
3300,21,242,3219,222,248,2991,Rawah,C7745
3099,13,90,1987,189,226,1864,Rawah,C7745
3070,8,108,1500,217,223,2281,Rawah,C7745
3302,2,313,5706,213,236,591,Rawah,C7201
2903,16,30,2033,219,203,1440,Commanche,C7755
2945,13,577,2076,213,211,2848,Commanche,C7202
3182,13,711,379,201,251,2846,Commanche,C7756
3067,16,485,5694,230,245,1608,Rawah,C7745
2734,20,361,1879,163,224,2372,Commanche,C4703
2782,12,242,2170,240,225,1233,Rawah,C4744
2556,24,127,1020,196,253,1637,Commanche,C2705
2880,11,272,1983,207,217,1793,Commanche,C7755
2762,6,513,1836,220,227,2123,Rawah,C4744
2771,9,0,2553,219,247,1998,Rawah,C7102
3162,4,384,5354,223,231,420,Rawah,C7745
3142,5,150,4250,218,228,1736,Rawah,C7202
2649,28,216,1880,199,250,1544,Commanche,C2703
3230,17,277,700,215,252,1106,Rawah,C7201
3029,8,541,2089,224,223,2844,Commanche,C7756
3186,5,390,5035,210,231,2037,Rawah,C7101
2700,12,342,1290,233,217,524,Rawah,C7745
2732,15,212,1839,244,227,1184,Commanche,C4703
3130,11,485,1020,232,242,1130,Rawah,C7746
3007,24,268,552,248,194,1637,Rawah,C7745
3413,9,648,750,217,220,871,Neota,C8776
3146,18,90,859,240,205,1736,Rawah,C7746
2971,14,216,1980,237,215,1907,Commanche,C7755
2997,20,553,691,171,210,1392,Commanche,C7757
2247,25,85,664,145,209,1723,Cache,C4703
3048,11,430,1316,204,251,671,Commanche,C7756
2391,17,95,1293,171,239,301,Cache,C4703
2664,23,90,2520,231,184,2363,Commanche,C4703
2866,24,371,1627,238,187,1611,Commanche,C4758
2926,6,384,5529,211,245,3814,Rawah,C7745
3079,15,541,2072,202,210,2605,Commanche,C7700
3296,13,938,2433,238,237,2308,Commanche,C7757
2197,28,331,395,202,166,272,Cache,C4703
2271,45,95,1400,62,188,1061,Cache,C4703
3125,10,85,2128,192,236,600,Commanche,C7202
2694,22,420,957,166,202,633,Commanche,C7757
2635,3,150,1250,221,233,5383,Rawah,C7745
3178,9,212,5276,234,226,2279,Rawah,C7201
2816,10,192,1689,220,217,2577,Commanche,C7702
2912,21,268,4334,214,190,990,Rawah,C7745
2649,8,30,1498,233,235,5340,Rawah,C7745
2945,12,150,1725,238,236,589,Commanche,C7756
2978,3,30,2763,225,236,1761,Rawah,C7745
2641,9,242,1146,203,226,953,Rawah,C4744
2986,12,457,4562,230,244,571,Rawah,C7745
2735,23,30,1398,243,230,1431,Commanche,C2705
2992,6,516,3257,208,232,1358,Rawah,C4744
3008,3,124,5341,223,239,1922,Rawah,C7202
2916,6,240,3773,220,226,6023,Rawah,C7745
2962,16,0,4296,211,253,2133,Rawah,C7745
3076,2,810,1018,214,239,939,Commanche,C7756
2735,11,30,1390,233,220,2070,Rawah,C7745
2892,14,120,601,232,210,1482,Commanche,C7756
3164,12,366,175,241,226,981,Commanche,C7756
3155,12,182,691,240,232,2249,Rawah,C7201
3271,20,228,5057,160,231,1377,Rawah,C7745
2991,18,60,5187,184,207,2608,Rawah,C7202
3180,5,342,4616,212,229,2384,Rawah,C7745
2807,19,379,1854,248,223,2132,Commanche,C4703
3008,8,270,6001,230,240,3596,Rawah,C7745
2962,15,400,2638,213,206,2465,Rawah,C7745
2685,14,371,1348,243,221,3955,Rawah,C7745
2703,4,0,2121,208,241,242,Commanche,C7757
3191,8,124,365,230,224,1860,Rawah,C7201
2679,17,150,1560,236,204,313,Rawah,C7745
3136,10,426,3426,194,230,4519,Rawah,C7745
2849,9,335,2058,201,226,1717,Rawah,C4744
2649,19,361,626,202,254,2488,Rawah,C7746
2664,14,127,2352,206,211,1020,Commanche,C4703
2726,17,90,1148,193,253,2362,Rawah,C7745
3282,8,481,2525,198,233,631,Commanche,C7756
2985,17,402,4374,237,205,3408,Rawah,C7745
3019,28,216,624,253,193,2781,Commanche,C7757
3050,11,361,5626,232,219,5005,Rawah,C7745
2712,16,201,1879,238,238,2290,Commanche,C4703
2901,13,134,1989,235,213,2268,Commanche,C7201
2883,17,417,1951,215,200,1371,Commanche,C4704
3133,6,108,4263,226,242,1652,Rawah,C7201
3148,6,150,1452,205,233,484,Commanche,C7202
3160,15,408,4867,214,205,3059,Rawah,C7746
3036,19,902,2554,195,198,1501,Commanche,C7700
3240,14,474,594,220,250,4807,Neota,C7201
3176,17,969,4188,201,254,1350,Commanche,C7757
2834,30,60,2581,183,250,541,Commanche,C4758
2757,22,95,1131,186,192,990,Commanche,C7757
3041,21,391,6138,250,217,4006,Rawah,C7745
2909,11,42,4144,221,248,4207,Rawah,C7745
2906,15,162,4298,244,218,6279,Rawah,C4744
2767,9,30,738,206,224,2484,Commanche,C4758
2760,5,330,1806,216,229,698,Rawah,C4744
2592,4,342,930,214,232,124,Rawah,C7745
2931,15,30,2103,200,210,2121,Rawah,C7745
2608,26,124,2206,239,182,671,Commanche,C4703
3162,10,212,2839,218,219,3620,Rawah,C8772
3376,14,390,3261,179,234,1756,Rawah,C8772
2875,21,150,1521,215,190,2724,Commanche,C7757
3269,23,190,3280,208,252,2940,Rawah,C7745
2870,12,350,3899,206,215,5731,Rawah,C7745
3054,15,589,4537,204,209,3653,Rawah,C7745
3151,5,212,895,214,230,979,Neota,C7201
3163,5,228,618,208,244,2526,Neota,C7202
2520,24,120,603,220,180,782,Commanche,C7757
3326,16,42,1765,207,204,1943,Neota,C8771
2560,11,60,685,217,215,1989,Rawah,C7102
2576,5,0,752,213,231,2088,Rawah,C6101
2255,21,42,1637,179,253,960,Cache,C2703
2909,3,180,5247,212,237,4634,Rawah,C7202
3081,18,362,2563,172,216,934,Rawah,C7745
2960,12,573,949,216,213,666,Commanche,C7755
3159,8,480,2093,211,248,1087,Commanche,C7756
3025,7,190,2836,232,229,1455,Commanche,C7756
3119,20,240,361,161,232,1690,Neota,C7201
2575,25,150,1542,195,253,1256,Commanche,C2704
2943,14,247,4351,225,248,1600,Rawah,C4744
3099,2,30,618,217,241,1839,Rawah,C7202
2524,24,242,1237,162,248,648,Cache,C4703
3279,11,240,3447,228,217,1822,Rawah,C7745
3181,14,255,2896,199,213,691,Commanche,C7201
2867,11,150,2697,208,250,335,Commanche,C7757
3118,11,30,2155,210,217,1932,Rawah,C7745
2883,14,0,5643,228,210,1050,Rawah,C7202
2988,8,30,1099,227,224,2081,Commanche,C7756
3079,20,283,685,161,219,1712,Commanche,C7201
2622,6,361,408,231,231,1326,Rawah,C4744
2677,7,150,1390,233,232,573,Rawah,C7202
3251,20,277,1731,245,205,2691,Rawah,C8772
3027,3,150,6462,221,232,3448,Rawah,C7745
2617,18,516,664,186,205,1034,Cache,C4703
3177,4,67,2826,225,238,1209,Commanche,C7202
2864,8,30,3378,215,224,4897,Rawah,C7745
2724,11,201,2113,238,224,450,Commanche,C4703
3545,21,947,2598,250,209,1025,Rawah,C8776
3233,17,700,6183,175,245,1871,Rawah,C7746
2639,15,577,2958,227,206,2804,Commanche,C4703
2969,15,30,2408,195,212,1705,Commanche,C7757
3133,8,124,3124,226,244,1316,Commanche,C7202
2920,21,85,702,182,198,1289,Commanche,C7700
3119,24,256,2352,230,241,1634,Commanche,C7709
2824,23,95,4338,251,217,488,Rawah,C7201
2626,19,258,1710,218,194,1475,Commanche,C4703
2867,36,764,955,99,206,1884,Commanche,C7710
3221,15,594,592,240,215,1745,Rawah,C7201
2352,33,180,1154,254,193,787,Cache,C2704
3186,7,216,3446,228,241,1524,Commanche,C7756
3073,10,120,4694,194,232,902,Rawah,C7745
2993,4,390,4277,226,232,1988,Rawah,C4744
3153,14,361,5038,228,210,3322,Rawah,C7746
2705,9,488,908,223,221,849,Rawah,C4744
2919,9,313,5716,199,246,2397,Rawah,C7746
2243,12,30,1230,195,222,702,Cache,C5101
2783,6,212,2717,217,227,258,Commanche,C4703
3139,11,210,2239,228,245,2466,Rawah,C7746
2847,13,124,3144,235,240,2043,Rawah,C4744
3276,20,228,3348,214,251,1190,Commanche,C7756
2848,10,466,2591,237,231,2789,Rawah,C4744
2975,15,371,904,196,213,1974,Commanche,C7756
2597,24,342,430,227,181,2471,Rawah,C7745
2871,12,192,2439,185,236,2338,Rawah,C7745
2828,10,283,1878,214,218,2850,Rawah,C7745
3195,6,335,5720,220,227,2936,Rawah,C7745
2734,11,466,630,239,228,342,Commanche,C2705
2690,10,85,1889,211,219,6719,Rawah,C4744
2973,6,30,942,231,231,2185,Rawah,C7745
3016,17,67,4329,245,215,454,Rawah,C7746
3121,12,1208,2851,227,214,1484,Commanche,C7756
2598,15,295,1660,209,207,987,Commanche,C4703
2903,25,150,5950,238,234,4339,Rawah,C7746
2612,24,67,2021,246,226,1537,Commanche,C2705
2855,12,541,870,223,214,1530,Commanche,C4704
3166,21,300,1535,156,230,2315,Commanche,C7757
2919,8,240,1068,202,246,1879,Rawah,C7745
2546,17,120,750,244,232,390,Rawah,C7746
2680,3,150,1490,223,239,5526,Rawah,C7745
2259,12,175,680,186,239,531,Cache,C2717
2936,6,300,5073,228,229,2635,Rawah,C7201
3014,15,408,4266,227,206,3464,Rawah,C7745
2961,17,180,5815,170,239,1490,Rawah,C7745
3090,19,182,1774,235,198,2806,Rawah,C7745
2894,14,418,955,196,215,1282,Commanche,C7757
3178,7,618,4414,231,237,1889,Rawah,C7202
